version,zwin,coef,cost_bp,clip_type,period,Sharpe,Sortino,Calmar,MaxDD,MaxDDDays,AnnRet,Vol,DownsideVol,WinRate,PayoffRatio
A+_v7_10_v9_dynamic_clip,8,0.8,15,dynamic,Full Sample,1.0330172127433106,1.3751069805686038,0.8390602980273536,-0.20078434354904928,427,0.16847017113749185,0.16308554113062412,0.12251422872410246,0.515970515970516,1.123853244355863
A+_v7_10_v9_dynamic_clip,8,0.8,15,dynamic,OOS 22-26,1.0550035492755818,1.5675415473296042,1.0066780869939325,-0.16609478131520583,330,0.16720397671406695,0.15848664853201447,0.10666637640253197,0.5079962370649106,1.1746281509070435
A+_v7_10_v9_dynamic_clip,8,0.8,20,dynamic,Full Sample,0.9687062428270824,1.2900765310858247,0.75419438559674,-0.20947946145056073,569,0.15798823372384163,0.16309199501261304,0.12246423364578762,0.513022113022113,1.1255755527656393
A+_v7_10_v9_dynamic_clip,8,0.8,20,dynamic,OOS 22-26,0.982505647835212,1.460887402643967,0.9051326297532851,-0.17206528238677654,347,0.15574190153598466,0.15851501910359098,0.10660773804614737,0.5032925682031985,1.1832438420643154
A+_v7_10_v9_dynamic_clip,8,1.0,5,dynamic,Full Sample,1.1524079375938436,1.5258712932938747,1.006474062670074,-0.18313926279562542,423,0.18432491786031546,0.159947629521864,0.12079978086645574,0.5194103194103195,1.1309745021143
A+_v7_10_v9_dynamic_clip,8,1.0,5,dynamic,OOS 22-26,1.214625884234453,1.800061872643827,1.274304497221001,-0.14825549747846756,303,0.188922647174548,0.1555397835882783,0.10495341857170126,0.510818438381938,1.1925051324582003
A+_v7_10_v9_dynamic_clip,8,1.0,10,dynamic,Full Sample,1.086304630179286,1.4384561849191841,0.9470270330664302,-0.1834167901120356,424,0.17370065855436922,0.15990050463625594,0.12075491792899354,0.5174447174447174,1.1280334600181772
A+_v7_10_v9_dynamic_clip,8,1.0,10,dynamic,OOS 22-26,1.1402622645479685,1.690579942296284,1.1505102750824046,-0.15411504436166235,329,0.17731094208287312,0.15550014027094378,0.1048817258780646,0.5089369708372531,1.1876058994026084
A+_v7_10_v9_dynamic_clip,8,1.0,15,dynamic,Full Sample,1.0205508164192982,1.351420686744403,0.8551196315549148,-0.1908110583900472,427,0.16316628194710048,0.15988060498504644,0.12073685385131333,0.515970515970516,1.122799423461776
A+_v7_10_v9_dynamic_clip,8,1.0,15,dynamic,OOS 22-26,1.0663390291133439,1.5815345546412845,1.036699270702116,-0.1599370270120849,330,0.16580659926169306,0.15549144759294847,0.10483906202055791,0.5079962370649106,1.1782032970438978
