date,v6_1_IC12,v6_2_ir_expanding,v7_0
2018-09-19,1.0,1.0,1.0
2018-09-20,1.0,1.0,1.0
2018-09-21,1.0,1.0,1.0
2018-09-25,1.0,1.0,1.0
2018-09-26,1.0,1.0,1.0
2018-09-27,1.0,1.0,1.0
2018-09-28,1.0,1.0,1.0
2018-10-08,1.0,1.0,1.0
2018-10-09,1.0,1.0,1.0
2018-10-10,1.0,1.0,1.0
2018-10-11,1.0,1.0,1.0
2018-10-12,1.0,1.0,1.0
2018-10-15,1.0,1.0,1.0
2018-10-16,1.0,1.0,1.0
2018-10-17,1.0,1.0,1.0
2018-10-18,1.0,1.0,1.0
2018-10-19,1.0,1.0,1.0
2018-10-22,1.0,1.0,1.0
2018-10-23,1.0,1.0,1.0
2018-10-24,1.0,1.0,1.0
2018-10-25,1.0,1.0,1.0
2018-10-26,1.0,1.0,1.0
2018-10-29,1.0,1.0,1.0
2018-10-30,1.0,1.0,1.0
2018-10-31,1.0,1.0,1.0
2018-11-01,1.0,1.0,1.0
2018-11-02,1.0,1.0,1.0
2018-11-05,1.0,1.0,1.0
2018-11-06,1.0,1.0,1.0
2018-11-07,1.0,1.0,1.0
2018-11-08,1.0,1.0,1.0
2018-11-09,1.0,1.0,1.0
2018-11-12,1.0,1.0,1.0
2018-11-13,1.0,1.0,1.0
2018-11-14,1.0,1.0,1.0
2018-11-15,1.0,1.0,1.0
2018-11-16,1.0,1.0,1.0
2018-11-19,1.0,1.0,1.0
2018-11-20,1.0,1.0,1.0
2018-11-21,1.0,1.0,1.0
2018-11-22,1.0,1.0,1.0
2018-11-23,1.0,1.0,1.0
2018-11-26,1.0,1.0,1.0
2018-11-27,1.0,1.0,1.0
2018-11-28,1.0,1.0,1.0
2018-11-29,1.0,1.0,1.0
2018-11-30,1.0,1.0,1.0
2018-12-03,1.0,1.0,1.0
2018-12-04,1.0,1.0,1.0
2018-12-05,1.0,1.0,1.0
2018-12-06,1.0,1.0,1.0
2018-12-07,1.0,1.0,1.0
2018-12-10,1.0,1.0,1.0
2018-12-11,1.0,1.0,1.0
2018-12-12,1.0,1.0,1.0
2018-12-13,1.0,1.0,1.0
2018-12-14,1.0,1.0,1.0
2018-12-17,1.0,1.0,1.0
2018-12-18,1.0,1.0,1.0
2018-12-19,1.0,1.0,1.0
2018-12-20,1.0,1.0,1.0
2018-12-21,1.0,1.0,1.0
2018-12-24,1.0,1.0,1.0
2018-12-25,1.0,1.0,1.0
2018-12-26,1.0,1.0,1.0
2018-12-27,1.0,1.0,1.0
2018-12-28,1.0,1.0,1.0
2019-01-02,1.0,1.0,1.0
2019-01-03,1.0,1.0,1.0
2019-01-04,1.0,1.0,1.0
2019-01-07,1.0,1.0,1.0
2019-01-08,1.0,1.0,1.0
2019-01-09,1.0,1.0,1.0
2019-01-10,1.0,1.0,1.0
2019-01-11,1.0,1.0,1.0
2019-01-14,1.0,1.0,1.0
2019-01-15,1.0,1.0,1.0
2019-01-16,1.0,1.0,1.0
2019-01-17,1.0,1.0,1.0
2019-01-18,1.0,1.0,1.0
2019-01-21,1.0,1.0,1.0
2019-01-22,1.0,1.0,1.0
2019-01-23,1.0,1.0,1.0
2019-01-24,1.0,1.0,1.0
2019-01-25,1.0,1.0,1.0
2019-01-28,1.0,1.0,1.0
2019-01-29,1.0,1.0,1.0
2019-01-30,1.0,1.0,1.0
2019-01-31,1.0121841238616376,1.0121841238616376,1.0121841238616376
2019-02-01,1.0192733586691531,1.0192733586691531,1.0192733586691531
2019-02-11,1.022538519060254,1.022538519060254,1.022538519060254
2019-02-12,1.0248092025223565,1.0248092025223565,1.0248092025223565
2019-02-13,1.0343681115987993,1.0343681115987993,1.0343681115987993
2019-02-14,1.0320917961883131,1.0320917961883131,1.0320917961883131
2019-02-15,1.0224834002540413,1.0224834002540413,1.0224834002540413
2019-02-18,1.034803025627431,1.034803025627431,1.034803025627431
2019-02-19,1.0337636031748074,1.0337636031748074,1.0337636031748074
2019-02-20,1.032615182455507,1.032615182455507,1.032615182455507
2019-02-21,1.0327632338352386,1.0327632338352386,1.0327632338352386
2019-02-22,1.0349281007980233,1.0349281007980233,1.0349281007980233
2019-02-25,1.050255178683278,1.050255178683278,1.050255178683278
2019-02-26,1.0414105903855733,1.0414105903855733,1.0414105903855733
2019-02-27,1.0444841408826977,1.0444841408826977,1.0444841408826977
2019-02-28,1.0410209581780066,1.0411340602420385,1.0400805440929435
2019-03-01,1.040852256474539,1.0416175874193212,1.040715485269603
2019-03-04,1.041170888065452,1.0418756308301083,1.041054383086663
2019-03-05,1.0425036167191835,1.0414680567216985,1.0405190594627287
2019-03-06,1.047153137925391,1.0441077204753877,1.0439856694181506
2019-03-07,1.0423531332164173,1.040732149750939,1.0395490852295115
2019-03-08,1.032387207764875,1.0349502252581564,1.0319575304368749
2019-03-11,1.0381589283784485,1.0406725380152706,1.0394576163321148
2019-03-12,1.0445259391664594,1.0463663662878697,1.0469332728948462
2019-03-13,1.0511932019476624,1.0537674485666495,1.0566670802907245
2019-03-14,1.0482206603934763,1.0518625915981792,1.0541563037920147
2019-03-15,1.054673145671996,1.0564897822143082,1.0602518927800721
2019-03-18,1.0577592589757272,1.0607849267659568,1.0659178569654013
2019-03-19,1.0604540330113241,1.0639727982582838,1.0701285103193179
2019-03-20,1.061886956303867,1.065143269704329,1.071675967065056
2019-03-21,1.0660233158168977,1.069247454148802,1.0771039018267994
2019-03-22,1.0691454059748047,1.0716190172989024,1.0802441672194698
2019-03-25,1.0631091831939419,1.0669969387029374,1.0741196603048468
2019-03-26,1.0623605145158637,1.0668109785976243,1.0738735886662971
2019-03-27,1.0633761878256223,1.068500958432614,1.076109731253285
2019-03-28,1.056494043793254,1.0623117118833056,1.0679161887455317
2019-03-29,1.057108812775571,1.0635576147026393,1.0684113582724344
2019-04-01,1.0678699066319561,1.074793340684875,1.0728737033837747
2019-04-02,1.070373454576581,1.0773763663197542,1.0738930852201032
2019-04-03,1.0732338567161606,1.0802511141421525,1.0750259495330692
2019-04-04,1.0755531783175394,1.0825841322330108,1.0759438527079865
2019-04-08,1.0731266803694866,1.0800586731381032,1.074951530225858
2019-04-09,1.0773237233440855,1.0844607427534627,1.0766836701852296
2019-04-10,1.0769363061307324,1.0839009152964048,1.0764639282086121
2019-04-11,1.0757033478749292,1.0827213075555135,1.0760007671337763
2019-04-12,1.0714610672250438,1.078612579159976,1.0743864536595231
2019-04-15,1.0662305378823,1.0733126993744002,1.0722993423915683
2019-04-16,1.0689231469976364,1.0761282602295785,1.0734114305878424
2019-04-17,1.0668060234945322,1.073997837266016,1.0725712888617862
2019-04-18,1.0614078236265692,1.0687124620539699,1.0704844778247942
2019-04-19,1.0636455309729582,1.070933026453509,1.0713638392578129
2019-04-22,1.059371268944878,1.0664064489658396,1.0695735254051306
2019-04-23,1.0573125486922736,1.0644991069046774,1.0688172133746032
2019-04-24,1.0577642722080414,1.0652064873405853,1.0690980124822593
2019-04-25,1.0572191324482318,1.0644887454135397,1.0688132147173037
2019-04-26,1.0577055093424863,1.0650005614158853,1.069016384512056
2019-04-29,1.0560554864798517,1.0634772597708828,1.068411872441794
2019-04-30,1.0580725058572287,1.0644638281612888,1.069188729220227
2019-05-06,1.0282886988064475,1.0290081091135372,1.0412753107355435
2019-05-07,1.0389322798905114,1.0378150154473553,1.0482604234224604
2019-05-08,1.03001079055475,1.0294267323716713,1.0416195441813818
2019-05-09,1.0179156282836297,1.0208364018989466,1.0348067257420885
2019-05-10,1.034547091723053,1.0362906910760543,1.047085510727711
2019-05-13,1.0303159138795013,1.0286650679624567,1.0410463142992974
2019-05-14,1.0232011104020624,1.02160827257938,1.0354486500044038
2019-05-15,1.0409930180203804,1.0332199944499452,1.0446731759238947
2019-05-16,1.0497802933823908,1.0382504325959527,1.0486597213789972
2019-05-17,1.0374693209510069,1.0237263562986405,1.0371616697710633
2019-05-20,1.0243337301646822,1.014012011108873,1.02944767445592
2019-05-21,1.0213975229959946,1.0136334108771408,1.0291464117875495
2019-05-22,1.0131499572240532,1.0089983479850286,1.0254578662976896
2019-05-23,0.9993154614836983,0.9958071413748568,1.0149499851049362
2019-05-24,0.9988935896419293,0.9940155199720525,1.0135187238580108
2019-05-27,1.0017251609099043,0.9990765320401486,1.0175633580541954
2019-05-28,1.0054389619883102,1.0015862531226056,1.0195668676486258
2019-05-29,1.0001653277785993,0.9955896494567108,1.0147823741347861
2019-05-30,0.9988554897271857,0.9932169759526399,1.0128868304905916
2019-05-31,0.9974143255933665,0.9917839471536148,1.0110403122303044
2019-06-03,0.9913424353875793,0.9857463326132417,1.0032635525541882
2019-06-04,0.9803894290881915,0.9748551557551765,0.9892577959961472
2019-06-05,0.986952003395396,0.981380684497724,0.9976247425204782
2019-06-06,0.9727611973790643,0.967269985219572,0.9795004885166223
2019-06-10,0.974220630251135,0.9687211796302869,0.9813572855779482
2019-06-11,1.0136183423086123,1.0078964926076106,1.031501718994614
2019-06-12,1.0000966834923626,0.9944511632106555,1.01411541109472
2019-06-13,1.0042633883320715,0.998594347107771,1.019453920723216
2019-06-14,0.9911097616576292,0.9855149723205654,1.0025826661118733
2019-06-17,0.9921295184470776,0.9865289726089352,1.0038860637851428
2019-06-18,0.9867603105275728,0.9811900737312528,0.9970215754090864
2019-06-19,1.0023973078344663,0.9967388005870008,1.016984682782729
2019-06-20,1.034702274404375,1.0288614064442099,1.058396635935801
2019-06-21,1.0495890025186652,1.0436640993578192,1.077637040583977
2019-06-24,1.0456730810160466,1.0397702831322497,1.072556977395816
2019-06-25,1.0400043282751843,1.0341335303560895,1.0652102511636505
2019-06-26,1.035277914978828,1.0294337975422954,1.0590935990058732
2019-06-27,1.0419825483745138,1.0361005834533914,1.0677599111497789
2019-06-28,1.0360284820814811,1.0336452931089115,1.066414258816073
2019-07-01,1.0612561220972774,1.0612926005501486,1.081583559985049
2019-07-02,1.0595848125238254,1.0671932455777542,1.0847815915799868
2019-07-03,1.0557958676900905,1.0627731708294463,1.08239220086027
2019-07-04,1.0595310916041882,1.0615940890011588,1.0817535752391807
2019-07-05,1.0549086768334115,1.0665298545133126,1.084428322100329
2019-07-08,1.0232664765821955,1.0472821870791813,1.0740203945396887
2019-07-09,1.0255948961450734,1.042101721525476,1.0711950206872072
2019-07-10,1.0198199838404107,1.045393212012291,1.0729943446178618
2019-07-11,1.0203424138678245,1.047079575544265,1.073914852006859
2019-07-12,1.0241332536821366,1.049803438208176,1.075400560777261
2019-07-15,1.039512988225096,1.0557659374585724,1.0786488068733895
2019-07-16,1.0414784938270496,1.0552512551125137,1.078369159970949
2019-07-17,1.0421933217831874,1.0527254679492701,1.0769964883554013
2019-07-18,1.0266170190036417,1.0416809860201746,1.070987479743829
2019-07-19,1.043661642104475,1.0465560617884753,1.0736530451691704
2019-07-22,1.027318729944468,1.0380140889101253,1.0689927012149139
2019-07-23,1.028686432383381,1.044754419356389,1.0726842702980517
2019-07-24,1.038015493716329,1.0562428477786552,1.0789572898040676
2019-07-25,1.040982761865081,1.0621231481922273,1.0821517560698557
2019-07-26,1.0434265836201928,1.0641924352511238,1.0832729799943608
2019-07-29,1.0362030710140857,1.0616449410143307,1.0818939005877137
2019-07-30,1.046941475245919,1.0652706787732917,1.0838588894228318
2019-07-31,1.0495127600708005,1.0678869800618405,1.0851841452308268
2019-08-01,1.0387478021523482,1.056933555921239,1.079642646425883
2019-08-02,1.0295179513023769,1.0475421145537873,1.07486665226805
2019-08-05,1.0224185511347368,1.0403184224809436,1.071176523573909
2019-08-06,1.0006825428764088,1.0182018736397278,1.059839180050511
2019-08-07,1.0008858744552047,1.0184087650219886,1.059946393105286
2019-08-08,1.0154355568999058,1.0332131743039517,1.0676173942323088
2019-08-09,1.0072465012145295,1.0248807496988188,1.0633309587716102
2019-08-12,1.0264871149548753,1.0444582161989195,1.073443278737002
2019-08-13,1.0209361212279988,1.0388100391086892,1.0705532941540363
2019-08-14,1.0244065220748828,1.0423411975862031,1.0723650036212653
2019-08-15,1.0242422499552855,1.0421740494919833,1.072279391876296
2019-08-16,1.028753772894759,1.0467645573834636,1.0746307979378769
2019-08-19,1.0665863474852575,1.0852594812800405,1.0943057158705958
2019-08-20,1.0677979218006075,1.0864922670888115,1.0949245751337868
2019-08-21,1.0657032909835173,1.084360964771481,1.0938552696069581
2019-08-22,1.0672404770530632,1.0859250629435602,1.094640775028945
2019-08-23,1.0621758406677717,1.0807717580383056,1.0920546066668553
2019-08-26,1.0545981453974798,1.07306139716811,1.088175923876255
2019-08-27,1.0731419097218655,1.091929814243869,1.0977018936535112
2019-08-28,1.0668775074444043,1.0855557386875896,1.094511780506009
2019-08-29,1.0737222944754086,1.0925203600145494,1.0980077288895809
2019-08-30,1.0761995507933206,1.089523720754137,1.096342650540046
2019-09-02,1.0984653537060212,1.108836369862229,1.107086893493524
2019-09-03,1.109074786189689,1.1200203295017308,1.11326043239076
2019-09-04,1.1251266946394587,1.138865448102011,1.1236164813213636
2019-09-05,1.1349757772425464,1.147140148569046,1.1281300735008764
2019-09-06,1.1350656227960574,1.1407522440437445,1.124656908114887
2019-09-09,1.1669516667133755,1.1685420970221267,1.1398043509909113
2019-09-10,1.155885966491017,1.153740416629345,1.1318221745918504
2019-09-11,1.1525582827041814,1.1570844817912789,1.133635890131193
2019-09-12,1.1610095002397551,1.167319810741299,1.1391800363222266
2019-09-16,1.1626150821075563,1.1656386285252436,1.1382729645594762
2019-09-17,1.1360564990007487,1.1416765385537497,1.1253360254235631
2019-09-18,1.1347158426928858,1.1420381474537071,1.1255330872970626
2019-09-19,1.150684713293871,1.1517815336871473,1.1308420775126786
2019-09-20,1.1607359256861707,1.1603732173580124,1.1355058190934193
2019-09-23,1.167840519818223,1.1706111808980286,1.1410447965457442
2019-09-24,1.1703618206520954,1.1727960429041138,1.1422222354738578
2019-09-25,1.14252936809357,1.1484082290337743,1.1290904027832271
2019-09-26,1.1137852106712522,1.124103173094802,1.1158788642482385
2019-09-27,1.1201570926777342,1.12811112350345,1.1180785344318842
2019-09-30,1.1151718163930286,1.121995138974314,1.1162600563910754
2019-10-08,1.113471355512759,1.123724490744606,1.1167762100456422
2019-10-09,1.1141848964536814,1.121027036664456,1.1159719775395749
2019-10-10,1.112873598547003,1.1251360039696319,1.1171991091481523
2019-10-11,1.1158352167553658,1.1301898073963688,1.1187045550674655
2019-10-14,1.1138665241629815,1.1312439056519912,1.1190175709464805
2019-10-15,1.1210285988349056,1.1350312862645644,1.1201415050774375
2019-10-16,1.126149674529636,1.1353787097291441,1.1202443648260338
2019-10-17,1.126527021652706,1.1357941257283617,1.1203673284050215
2019-10-18,1.125408554507162,1.1325787654790211,1.1194158220120554
2019-10-21,1.1263994933839139,1.1361308685454516,1.1204690680630611
2019-10-22,1.129948513483864,1.1404173705216902,1.121737291559369
2019-10-23,1.1299363816541241,1.1366917711528879,1.1206379193856137
2019-10-24,1.1308388583821403,1.136678349203706,1.1206339496695692
2019-10-25,1.1336736845324389,1.1473573333219524,1.1237924242264055
2019-10-28,1.1344887801482144,1.1519894950998133,1.1251535315717553
2019-10-29,1.135254938789066,1.1545778939141338,1.125911961942719
2019-10-30,1.1317890257426229,1.1510215270386548,1.1248715411896633
2019-10-31,1.1375714120316724,1.1531104740759166,1.1260398023943716
2019-11-01,1.1438793634641164,1.1590825451066653,1.129377145300847
2019-11-04,1.1517670199860168,1.1646573436562238,1.1324856165159096
2019-11-05,1.160367481460908,1.1740696793934307,1.1377231278765119
2019-11-06,1.1505297000138548,1.1688829531154348,1.1348468616214566
2019-11-07,1.152935317143252,1.1716557689230855,1.1363874275895602
2019-11-08,1.1570665581797213,1.16967494914702,1.1352880056712835
2019-11-11,1.1433432850141816,1.164717664215237,1.1325345519268502
2019-11-12,1.149489337614834,1.1735210428659675,1.1374331659701253
2019-11-13,1.1592174316212331,1.1711679494317433,1.1361279955557417
2019-11-14,1.1651031941165564,1.1671171669000036,1.1338792513684788
2019-11-15,1.158729498893758,1.1710029477924888,1.1360395993039694
2019-11-18,1.1664280240860667,1.1781370937166453,1.1400002862093388
2019-11-19,1.1787817206872873,1.1837979335679576,1.1431348927940306
2019-11-20,1.173100252486774,1.1739675753427614,1.137702611000122
2019-11-21,1.1620698145409094,1.1661536160278705,1.1333691305562135
2019-11-22,1.1466628859327805,1.1648504530788955,1.1326443485835154
2019-11-25,1.143515776484597,1.1751767339382388,1.138390279035665
2019-11-26,1.1525741074761255,1.1799664056880756,1.1410454151345495
2019-11-27,1.1612076077875921,1.1843615272157257,1.143477603563718
2019-11-28,1.1711508223458473,1.1851983595537745,1.1439399578291405
2019-11-29,1.1564119372841999,1.1565688463245205,1.1356500938011969
2019-12-02,1.1641854774286127,1.1575074939468835,1.1359265949183859
2019-12-03,1.151862658848373,1.1556828079305892,1.1353893951030611
2019-12-04,1.1498417118015745,1.157583077279987,1.1359494654750544
2019-12-05,1.1558296486853614,1.1614277527539403,1.1370813126319317
2019-12-06,1.1658651748792388,1.17582713335857,1.1413105726681696
2019-12-09,1.163080027061004,1.168985761208559,1.1393184098378915
2019-12-10,1.1656963748091336,1.169663539032821,1.1395165828469869
2019-12-11,1.1614595892215864,1.1651535399397133,1.1381984553897173
2019-12-12,1.168742537733744,1.1655215002281747,1.1383062897182283
2019-12-13,1.1825589961215137,1.1849255757552475,1.143991585411438
2019-12-16,1.186130595650701,1.1840167217636515,1.1437283482917335
2019-12-17,1.1968308604053737,1.1959299232530975,1.1471806980800274
2019-12-18,1.190247226075794,1.190791404537766,1.1457019802958992
2019-12-19,1.1853096398861651,1.1859442805987939,1.1443029041501214
2019-12-20,1.1857362204194537,1.182905687823904,1.1434233340235012
2019-12-23,1.1810513715770483,1.1781832625758037,1.142053893176921
2019-12-24,1.1908524451379923,1.180602053760237,1.142757278628924
2019-12-25,1.193353887316457,1.174714978469472,1.1410477699633415
2019-12-26,1.198292850095701,1.1813915096587444,1.1429933247142996
2019-12-27,1.2029869913599516,1.1898431385847983,1.1454464036554795
2019-12-30,1.2066283236980744,1.2080977844356813,1.1507184561879087
2019-12-31,1.2170425978741075,1.2168548533788222,1.1532208001996616
2020-01-02,1.2148721676412182,1.2165177894855694,1.1531249689446152
2020-01-03,1.218157438706647,1.2253682218747586,1.155641739680433
2020-01-06,1.2266668334913475,1.2310536691010674,1.1572503190460919
2020-01-07,1.2345664715031475,1.2324491824095283,1.1576438741595652
2020-01-08,1.2321342534278013,1.2324278271124756,1.1576378564277592
2020-01-09,1.2384895984468653,1.2322902152327908,1.157599078159877
2020-01-10,1.2448367769399236,1.233832614392265,1.158033751702625
2020-01-13,1.2590882194191837,1.2391471565668384,1.159530166809799
2020-01-14,1.2512417687240518,1.2266356494676538,1.1560178793860953
2020-01-15,1.2507455853073308,1.2320947217328913,1.1575613169536114
2020-01-16,1.2494198352856514,1.235988035602969,1.1586586553606186
2020-01-17,1.2517167689562856,1.2387658952567333,1.1594398743623804
2020-01-20,1.2595871622954946,1.2478958695399514,1.1620034716352143
2020-01-21,1.2426452003115418,1.2502963242483502,1.1626740412170395
2020-01-22,1.235960901694884,1.247291902191041,1.1618358806625022
2020-01-23,1.2024824106539245,1.2238308551867325,1.1512512005560283
2020-02-03,1.1041927848758524,1.164246652623448,1.1241034722043413
2020-02-04,1.130930189680728,1.1829765081804593,1.132862368518056
2020-02-05,1.1590788729627433,1.1926432753426435,1.1373460624004965
2020-02-06,1.1813150918168716,1.213182079894006,1.146832669029757
2020-02-07,1.1803820513546597,1.2151286130116243,1.147723898486062
2020-02-10,1.1926685809796422,1.2174383401083668,1.148780544484041
2020-02-11,1.2013631515864194,1.2216498378329115,1.1507053210980842
2020-02-12,1.2177593861741993,1.2290854073674133,1.1540975510525986
2020-02-13,1.2108292579808944,1.2260295328077924,1.152707759569974
2020-02-14,1.22237123830472,1.2287754390644672,1.1539581845969957
2020-02-17,1.2429107439749643,1.2466114494315674,1.162070950261308
2020-02-18,1.2384956662873134,1.2414921929327352,1.1597596195524709
2020-02-19,1.2434209889070207,1.2438248477401999,1.1608150463864975
2020-02-20,1.2673233100527286,1.257979522976956,1.1672132399639263
2020-02-21,1.2754945663093122,1.2635057510192655,1.169696711012177
2020-02-24,1.2713461876721484,1.2618387070206318,1.1689492358365157
2020-02-25,1.2656954201116442,1.2536761015315325,1.1652867641263729
2020-02-26,1.236689594910266,1.2450479541261963,1.1614024111467693
2020-02-27,1.2475608066133395,1.2419193581818184,1.1599888982083775
2020-02-28,1.1799438202273316,1.2077366701648533,1.1446406302622831
2020-03-02,1.209966245431824,1.2048103997880182,1.143307403322584
2020-03-03,1.2218511793096025,1.2023792059864986,1.1421983393112594
2020-03-04,1.2347591927642512,1.2200169327376789,1.1502527802731453
2020-03-05,1.2739227758304335,1.2286876458026146,1.1541826212150317
2020-03-06,1.2632220079922705,1.235225461017924,1.1571349070697388
2020-03-09,1.2080701018357203,1.2071928787742174,1.144511005777912
2020-03-10,1.2341139056757395,1.2122834120804855,1.1468310663129402
2020-03-11,1.2229304189041967,1.212781163627229,1.147057426805103
